episode,episode_start_step,episode_end_step,episode_length,termination_reason,urgency_position_ratio_exact,speed_diff_modifier_exact,max_participants_exact,ignore_vehicles_go_exact,total_vehicles_exited,total_collisions,total_deadlocks,max_deadlock_severity,avg_throughput,avg_acceleration,total_controlled_vehicles,total_reward,episode_simulation_time,total_simulation_time,episode_start_time,simulation_start_time,episode_duration_hours,total_duration_hours
476,45479,45608,129,Reached exactly 128 steps,1.184559941291809,5.0,3,47.0,120,0,0,0.0,3600.0,1.2460399951370749,12777,850.5102813852798,261.24,33534.3,2025-09-02 22:46:59,2025-09-02 13:28:05,0.073,9.315
477,45608,45737,129,Reached exactly 128 steps,1.236255168914795,-3.0,6,40.0,98,0,0,0.0,3600.0,1.246741039460732,12876,-2355.15952380952,4.32,33790.11,2025-09-02 22:51:11,2025-09-02 13:28:05,0.001,9.386
478,45737,45866,129,Reached exactly 128 steps,1.5472489595413208,3.0,4,35.0,100,0,0,0.0,3600.0,1.2482271085150185,12982,743.4727855477844,6.24,34051.09,2025-09-02 22:55:30,2025-09-02 13:28:05,0.002,9.459
479,45866,45995,129,Reached exactly 128 steps,0.6503825187683105,7.0,3,26.0,101,0,0,0.0,3600.0,1.2476750108650068,13080,564.1579004328995,7.97,34315.15,2025-09-02 22:59:52,2025-09-02 13:28:05,0.002,9.532
480,45995,46089,94,Severe deadlock detected by environment (IMMEDIATE),1.484225511550903,1.0,6,35.0,101,43,0,0.0,3600.0,1.247784278287018,13184,-3764.445670995671,199.88,34507.06,2025-09-02 22:59:52,2025-09-02 13:28:05,0.056,9.585
481,46089,46218,129,Reached exactly 128 steps,0.9408963918685912,-6.0,5,24.0,99,0,0,0.0,3600.0,1.2477043950156774,13285,-1964.2327922077927,275.85,34785.16,2025-09-02 23:07:50,2025-09-02 13:28:05,0.077,9.663
482,46218,46347,129,Reached exactly 128 steps,0.8654294013977051,4.0,5,33.0,120,0,0,0.0,3600.0,1.2471633009378833,13406,1284.8095238095254,4.25,35064.84,2025-09-02 23:12:25,2025-09-02 13:28:05,0.001,9.74
483,46347,46476,129,Reached exactly 128 steps,1.2628097534179688,2.0,4,16.0,97,0,0,0.0,3600.0,1.245397161607438,13504,-298.4093073593091,5.97,35313.89,2025-09-02 23:16:33,2025-09-02 13:28:05,0.002,9.809
484,46476,46605,129,Reached exactly 128 steps,1.6524381637573242,1.0,4,36.0,100,0,0,0.0,3600.0,1.2473791997638022,13606,1023.5343538814114,7.99,35576.54,2025-09-02 23:20:53,2025-09-02 13:28:05,0.002,9.882
485,46605,46655,50,Severe deadlock detected by environment (IMMEDIATE),0.9584914445877076,4.0,3,46.0,75,15,0,0.0,3600.0,1.2484336602890134,13681,-1382.8121253746258,134.22,35702.77,2025-09-02 23:20:53,2025-09-02 13:28:05,0.037,9.917
486,46655,46682,27,Severe deadlock detected by environment (IMMEDIATE),0.8177729249000549,2.0,6,41.0,22,20,0,0.0,3600.0,1.248776262491767,13710,-2491.294239094239,76.87,35781.2,2025-09-02 23:23:09,2025-09-02 13:28:05,0.021,9.939
487,46682,46720,38,Severe deadlock detected by environment (IMMEDIATE),1.899271011352539,8.0,4,38.0,38,52,0,0.0,3600.0,1.2490560726801372,13749,-5485.459307359314,84.09,35869.01,2025-09-02 23:24:30,2025-09-02 13:28:05,0.023,9.964
488,46720,46849,129,Reached exactly 128 steps,1.8225030899047847,4.0,3,62.0,119,0,0,0.0,3600.0,1.2493892208042032,13870,1207.195870795873,263.76,36134.43,2025-09-02 23:30:19,2025-09-02 13:28:05,0.073,10.037
489,46849,46978,129,Reached exactly 128 steps,2.021205186843872,-3.0,3,49.0,82,0,0,0.0,3600.0,1.2505199160259304,13958,-3852.592857142857,4.28,36383.0,2025-09-02 23:34:24,2025-09-02 13:28:05,0.001,10.106
490,46978,47107,129,Reached exactly 128 steps,1.4915789365768433,6.0,4,43.0,111,0,0,0.0,3600.0,1.2516793024672028,14074,142.45640193140213,6.24,36645.48,2025-09-02 23:38:44,2025-09-02 13:28:05,0.002,10.179
491,47107,47236,129,Reached exactly 128 steps,2.3426945209503174,9.0,5,40.0,111,0,0,0.0,3600.0,1.2519226956691514,14182,-6965.9555944056,7.87,36906.22,2025-09-02 23:43:03,2025-09-02 13:28:05,0.002,10.252
492,47236,47365,129,Reached exactly 128 steps,1.312551498413086,3.0,4,35.0,95,0,0,0.0,3600.0,1.2519988821552053,14284,-176.50670995671118,11.24,37177.68,2025-09-02 23:47:31,2025-09-02 13:28:05,0.003,10.327
493,47365,47391,26,Severe deadlock detected by environment (IMMEDIATE),1.6745363473892212,19.0,3,25.0,18,0,0,0.0,3600.0,1.2523571795133592,14305,-514.1,72.59,37239.03,2025-09-02 23:47:31,2025-09-02 13:28:05,0.02,10.344
494,47391,47520,129,Reached exactly 128 steps,1.8660430908203125,3.0,5,48.0,68,0,0,0.0,3600.0,1.252591884007407,14374,324.20833333333144,263.79,37505.67,2025-09-02 23:53:11,2025-09-02 13:28:05,0.073,10.418
495,47520,47600,80,Severe deadlock detected by environment (IMMEDIATE),1.0677846670150757,4.0,3,29.0,66,100,0,0.0,3600.0,1.2521555477344868,14444,-9893.110489510487,199.63,37705.3,2025-09-02 23:53:11,2025-09-02 13:28:05,0.055,10.474
496,47600,47729,129,Reached exactly 128 steps,1.3857513666152954,1.0,5,31.0,91,0,0,0.0,3600.0,1.2518574608630415,14535,1036.5265151515134,256.27,37964.37,2025-09-03 00:00:49,2025-09-02 13:28:05,0.071,10.546
497,47729,47858,129,Reached exactly 128 steps,2.120500564575196,3.0,3,43.0,103,0,0,0.0,3600.0,1.252505988782512,14639,-2834.887121212114,4.64,38224.9,2025-09-03 00:05:05,2025-09-02 13:28:05,0.001,10.618
498,47858,47987,129,Reached exactly 128 steps,1.984418034553528,12.0,4,32.0,111,0,0,0.0,3600.0,1.253297319740719,14750,-158.40205627705723,6.01,38495.58,2025-09-03 00:09:34,2025-09-02 13:28:05,0.002,10.693
499,47987,48021,34,Severe deadlock detected by environment (IMMEDIATE),1.853610038757324,3.0,5,35.0,39,40,0,0.0,3600.0,1.2536689140891086,14794,-4288.457767232767,98.23,38587.8,2025-09-03 00:09:34,2025-09-02 13:28:05,0.027,10.719
500,48021,48150,129,Reached exactly 128 steps,1.1054168939590454,9.0,4,27.0,121,0,0,0.0,3600.0,1.2526399490770783,14916,861.9892857142843,258.26,38848.54,2025-09-03 00:15:33,2025-09-02 13:28:05,0.072,10.791
501,48150,48267,117,Severe deadlock detected by environment (IMMEDIATE),1.2916474342346191,-1.0,4,48.0,94,80,0,0.0,3600.0,1.250851618666136,15016,-7436.380303030304,260.16,39108.7,2025-09-03 00:15:33,2025-09-02 13:28:05,0.072,10.864
502,48267,48396,129,Reached exactly 128 steps,1.4972825050354004,-4.0,4,52.0,104,0,0,0.0,3600.0,1.2499171436887797,15121,1273.106385281386,264.61,39376.05,2025-09-03 00:24:21,2025-09-02 13:28:05,0.074,10.938
503,48396,48435,39,Severe deadlock detected by environment (IMMEDIATE),0.6023482084274292,-3.0,4,33.0,40,64,0,0.0,3600.0,1.2492931102453724,15167,-6456.828946053946,106.88,39482.94,2025-09-03 00:24:21,2025-09-02 13:28:05,0.03,10.967
504,48435,48564,129,Reached exactly 128 steps,1.465904712677002,8.0,4,45.0,118,0,0,0.0,3600.0,1.2483872151445228,15286,-11346.776190476212,278.72,39764.3,2025-09-03 00:30:49,2025-09-02 13:28:05,0.077,11.046
505,48564,48634,70,Severe deadlock detected by environment (IMMEDIATE),1.5809990167617798,0.0,5,43.0,59,68,0,0.0,3600.0,1.2488738697220951,15351,-6365.560173160174,174.18,39938.49,2025-09-03 00:30:49,2025-09-02 13:28:05,0.048,11.094
506,48634,48662,28,Severe deadlock detected by environment (IMMEDIATE),1.019250750541687,-5.0,4,32.0,20,46,0,0.0,3600.0,1.2496776785730557,15378,-5103.482467532467,77.18,40018.52,2025-09-03 00:33:46,2025-09-02 13:28:05,0.021,11.116
507,48662,48791,129,Reached exactly 128 steps,1.0802448987960815,12.0,5,26.0,115,0,0,0.0,3600.0,1.2501725573681046,15495,-2614.693939393934,269.23,40290.84,2025-09-03 00:39:36,2025-09-02 13:28:05,0.075,11.192
508,48791,48920,129,Reached exactly 128 steps,1.3398911952972412,0.0,5,44.0,79,0,0,0.0,3600.0,1.2508635493532498,15575,-581.8755411255428,4.61,40544.32,2025-09-03 00:43:45,2025-09-02 13:28:05,0.001,11.262
509,48920,49049,129,Reached exactly 128 steps,1.1092588901519775,2.0,4,40.0,101,0,0,0.0,3600.0,1.251154499916153,15683,-31685.35465367961,6.68,40845.51,2025-09-03 00:48:44,2025-09-02 13:28:05,0.002,11.346
510,49049,49178,129,Reached exactly 128 steps,1.7555073499679563,0.0,4,49.0,115,0,0,0.0,3600.0,1.2513003373567295,15794,-6000.4595238095335,8.45,41121.2,2025-09-03 00:53:18,2025-09-02 13:28:05,0.002,11.423
511,49178,49307,129,Reached exactly 128 steps,1.3424406051635742,13.0,4,38.0,110,0,0,0.0,3600.0,1.2508165299596834,15910,-5267.405411255414,10.55,41384.06,2025-09-03 00:57:38,2025-09-02 13:28:05,0.003,11.496
512,49307,49436,129,Reached exactly 128 steps,2.142549514770508,5.0,4,44.0,89,0,0,0.0,3600.0,1.2512162386747547,16000,-786.6436147186138,12.8,41641.42,2025-09-03 01:01:53,2025-09-02 13:28:05,0.004,11.567
513,49436,49565,129,Reached exactly 128 steps,0.784688413143158,10.0,5,21.0,103,0,0,0.0,3600.0,1.2515407384179191,16105,-2134.9624458874464,15.67,41915.02,2025-09-03 01:06:24,2025-09-02 13:28:05,0.004,11.643
514,49565,49694,129,Reached exactly 128 steps,2.075093030929565,11.0,4,45.0,113,0,0,0.0,3600.0,1.2505970059524207,16224,-6470.52380952382,17.95,42191.27,2025-09-03 01:10:58,2025-09-02 13:28:05,0.005,11.72
515,49694,49787,93,Severe deadlock detected by environment (IMMEDIATE),1.066275715827942,-1.0,5,34.0,92,59,0,0.0,3600.0,1.2494226248949951,16316,-5456.309638890527,227.06,42400.38,2025-09-03 01:10:58,2025-09-02 13:28:05,0.063,11.778
516,49787,49916,129,Reached exactly 128 steps,1.0645866394042969,-1.0,5,42.0,67,0,0,0.0,3600.0,1.2501815387314512,16386,-1808.1239427239443,265.08,42667.37,2025-09-03 01:19:12,2025-09-02 13:28:05,0.074,11.852
517,49916,50045,129,Reached exactly 128 steps,1.6504359245300293,-2.0,4,38.0,114,0,0,0.0,3600.0,1.2505130825826132,16503,-137.48116883116992,4.51,42941.78,2025-09-03 01:23:42,2025-09-02 13:28:05,0.001,11.928
518,50045,50174,129,Reached exactly 128 steps,1.6192615032196045,10.0,4,24.0,101,0,0,0.0,3600.0,1.2489213967191772,16610,-12511.575541125556,6.51,43235.67,2025-09-03 01:28:34,2025-09-02 13:28:05,0.002,12.01
519,50174,50303,129,Reached exactly 128 steps,0.6014507412910461,14.0,5,37.0,86,0,0,0.0,3600.0,1.247443888418296,16696,-407.2285714285708,8.3,43492.32,2025-09-03 01:32:49,2025-09-02 13:28:05,0.002,12.081
520,50303,50432,129,Reached exactly 128 steps,1.5566633939743042,11.0,5,37.0,99,0,0,0.0,3600.0,1.2482175934529955,16800,-95.01850649350791,10.87,43764.16,2025-09-03 01:37:18,2025-09-02 13:28:05,0.003,12.157
521,50432,50499,67,Severe deadlock detected by environment (IMMEDIATE),1.0265730619430542,12.0,4,41.0,61,20,0,0.0,3600.0,1.2483244337415145,16859,-1930.400557775556,166.8,43920.09,2025-09-03 01:37:18,2025-09-02 13:28:05,0.046,12.2
522,50499,50590,91,Severe deadlock detected by environment (IMMEDIATE),1.5132094621658323,9.0,4,45.0,72,5,0,0.0,3600.0,1.2480498451478106,16939,-262.21190476190554,197.49,44119.22,2025-09-03 01:40:07,2025-09-02 13:28:05,0.055,12.255
523,50590,50719,129,Reached exactly 128 steps,1.8088699579238887,7.0,5,43.0,138,0,0,0.0,3600.0,1.248085091403569,17079,629.2809523809514,273.4,44395.65,2025-09-03 01:48:01,2025-09-02 13:28:05,0.076,12.332
524,50719,50765,46,Severe deadlock detected by environment (IMMEDIATE),1.5367215871810913,-16.0,4,45.0,31,66,0,0.0,3600.0,1.248682873053097,17117,-6913.775,110.95,44506.62,2025-09-03 01:48:01,2025-09-02 13:28:05,0.031,12.363
525,50765,50828,63,Severe deadlock detected by environment (IMMEDIATE),1.466829776763916,10.0,5,48.0,56,27,0,0.0,3600.0,1.2481214597372847,17179,-2720.581601731599,142.22,44651.59,2025-09-03 01:49:54,2025-09-02 13:28:05,0.04,12.403
526,50828,50957,129,Reached exactly 128 steps,0.9115121960639954,3.0,4,36.0,88,0,0,0.0,3600.0,1.2484111757840552,17268,-1039.3535714285722,269.56,44923.98,2025-09-03 01:56:49,2025-09-02 13:28:05,0.075,12.479
527,50957,51086,129,Reached exactly 128 steps,1.6187573671340942,-1.0,5,31.0,99,0,0,0.0,3600.0,1.248286555270448,17367,-1650.0972943722873,4.48,45189.51,2025-09-03 02:01:10,2025-09-02 13:28:05,0.001,12.553
